,Indicator,State,Time Period End Date,Value
4229,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2020-12,39.6
4230,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2020-12,46.8
4231,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2020-12,38.9
4232,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2020-12,39.4
4233,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2020-12,39.6
4234,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2020-12,47.2
4235,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2020-12,41.7
4236,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2020-12,40.8
4237,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2020-12,46.1
4238,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2020-12,38.9
4239,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2020-12,39.0
4240,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2020-12,32.8
4241,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2020-12,44.2
4242,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2020-12,43.9
4243,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2020-12,47.6
4244,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2020-12,43.1
4245,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2020-12,41.5
4246,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2020-12,33.6
4247,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2020-12,32.4
4248,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2020-12,39.2
4249,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2020-12,44.1
4250,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2020-12,44.2
4251,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2020-12,40.6
4252,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2020-12,39.3
4253,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2020-12,43.3
4254,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2020-12,44.2
4255,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2020-12,35.5
4256,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2020-12,44.8
4416,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2020-12,44.0
4417,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2020-12,44.1
4418,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2020-12,43.5
4419,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2020-12,43.0
4420,Symptoms of Anxiety Disorder or Depressive Disorder,California,2020-12,45.0
4421,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2020-12,44.6
4422,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2020-12,40.8
4423,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2020-12,39.9
4424,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2020-12,41.4
4425,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2020-12,41.5
4426,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2020-12,45.7
4427,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2020-12,37.6
4428,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2020-12,43.7
4429,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2020-12,39.5
4430,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2020-12,40.8
4431,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2020-12,39.5
4432,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2020-12,41.5
4433,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2020-12,43.9
4434,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2020-12,50.0
4435,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2020-12,37.7
4436,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2020-12,39.7
4437,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2020-12,42.8
4438,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2020-12,45.6
4439,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2020-12,36.6
4440,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2020-12,45.9
4441,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2020-12,40.3
4442,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2020-12,40.7
4443,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2020-12,36.4
4444,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2020-12,46.1
4445,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2020-12,39.5
4446,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2020-12,41.4
4447,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2020-12,47.7
4448,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2020-12,40.7
4449,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2020-12,37.0
4450,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2020-12,34.1
4451,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2020-12,46.0
4452,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2020-12,48.8
4453,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2020-12,45.6
4454,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2020-12,39.7
4455,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2020-12,35.8
4456,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2020-12,40.2
4457,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2020-12,31.8
4458,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2020-12,41.0
4459,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2020-12,43.2
4460,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2020-12,40.6
4461,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2020-12,41.1
4462,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2020-12,40.4
4463,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2020-12,42.4
4464,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2020-12,48.1
4465,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2020-12,40.0
4466,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2020-12,39.0
4683,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-01,42.0
4684,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-01,41.5
4685,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-01,38.4
4686,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-01,41.1
4687,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-01,45.4
4688,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-01,41.7
4689,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-01,39.5
4690,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-01,40.8
4691,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-01,39.4
4692,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-01,38.0
4693,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-01,43.3
4694,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-01,38.1
4695,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-01,38.8
4696,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-01,40.9
4697,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-01,38.7
4698,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-01,36.3
4699,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-01,38.7
4700,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-01,40.4
4701,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-01,43.5
4702,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-01,40.6
4703,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-01,38.8
4704,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-01,38.4
4705,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-01,42.9
4706,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-01,33.6
4707,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-01,52.3
4708,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-01,43.7
4709,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-01,35.7
4710,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-01,38.5
4711,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-01,41.7
4712,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-01,36.5
4713,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-01,39.4
4714,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-01,38.9
4715,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-01,40.2
4716,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-01,44.3
4717,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-01,35.6
4718,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-01,41.4
4719,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-01,42.8
4720,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-01,44.3
4721,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-01,41.3
4722,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-01,46.8
4723,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-01,42.0
4724,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-01,34.0
4725,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-01,39.6
4726,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-01,39.0
4727,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-01,42.8
4728,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-01,35.2
4729,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-01,41.4
4730,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-01,44.1
4731,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-01,49.7
4732,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-01,34.8
4733,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-01,37.9
4893,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-02,43.4
4894,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-02,43.1
4895,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-02,40.8
4896,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-02,40.0
4897,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-02,46.1
4898,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-02,41.4
4899,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-02,40.6
4900,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-02,32.8
4901,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-02,43.7
4902,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-02,40.8
4903,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-02,44.3
4904,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-02,37.6
4905,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-02,40.0
4906,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-02,38.5
4907,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-02,42.2
4908,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-02,38.5
4909,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-02,36.5
4910,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-02,43.6
4911,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-02,47.5
4912,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-02,37.5
4913,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-02,39.1
4914,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-02,42.2
4915,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-02,39.9
4916,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-02,37.2
4917,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-02,42.7
4918,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-02,39.0
4919,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-02,35.1
4920,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-02,33.8
4921,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-02,41.4
4922,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-02,37.7
4923,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-02,42.2
4924,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-02,43.3
4925,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-02,35.8
4926,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-02,44.7
4927,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-02,28.8
4928,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-02,43.2
4929,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-02,47.5
4930,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-02,42.0
4931,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-02,39.8
4932,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-02,41.5
4933,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-02,37.6
4934,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-02,29.1
4935,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-02,43.5
4936,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-02,43.4
4937,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-02,40.9
4938,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-02,36.2
4939,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-02,36.9
4940,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-02,46.3
4941,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-02,41.8
4942,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-02,36.4
4943,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-02,40.2
5103,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-02,40.1
5104,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-02,41.3
5105,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-02,41.7
5106,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-02,43.4
5107,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-02,42.1
5108,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-02,36.3
5109,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-02,40.2
5110,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-02,37.5
5111,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-02,38.6
5112,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-02,38.9
5113,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-02,38.7
5114,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-02,33.6
5115,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-02,36.9
5116,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-02,37.5
5117,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-02,37.5
5118,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-02,35.5
5119,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-02,34.5
5120,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-02,39.0
5121,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-02,42.7
5122,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-02,38.2
5123,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-02,37.3
5124,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-02,39.7
5125,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-02,39.1
5126,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-02,32.3
5127,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-02,43.3
5128,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-02,39.9
5129,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-02,32.1
5130,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-02,35.9
5131,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-02,44.0
5132,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-02,32.6
5133,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-02,38.8
5134,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-02,42.9
5135,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-02,41.8
5136,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-02,38.9
5137,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-02,35.5
5138,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-02,36.4
5139,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-02,38.7
5140,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-02,45.1
5141,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-02,35.4
5142,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-02,38.1
5143,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-02,38.8
5144,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-02,30.9
5145,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-02,40.6
5146,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-02,39.9
5147,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-02,40.2
5148,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-02,38.7
5149,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-02,38.7
5150,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-02,40.9
5151,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-02,41.8
5152,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-02,36.7
5153,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-02,29.2
5313,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-03,36.5
5314,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-03,35.6
5315,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-03,38.9
5316,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-03,39.7
5317,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-03,41.5
5318,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-03,37.6
5319,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-03,40.6
5320,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-03,33.7
5321,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-03,36.4
5322,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-03,38.5
5323,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-03,40.7
5324,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-03,34.6
5325,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-03,35.9
5326,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-03,38.2
5327,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-03,38.8
5328,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-03,34.3
5329,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-03,31.5
5330,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-03,45.9
5331,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-03,42.5
5332,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-03,36.8
5333,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-03,36.8
5334,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-03,39.7
5335,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-03,38.3
5336,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-03,27.8
5337,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-03,45.8
5338,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-03,37.8
5339,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-03,31.1
5340,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-03,25.5
5341,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-03,46.5
5342,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-03,34.4
5343,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-03,38.0
5344,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-03,42.5
5345,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-03,38.7
5346,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-03,38.8
5347,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-03,30.1
5348,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-03,38.3
5349,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-03,42.2
5350,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-03,41.2
5351,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-03,38.3
5352,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-03,38.5
5353,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-03,36.6
5354,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-03,31.3
5355,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-03,43.5
5356,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-03,40.9
5357,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-03,36.8
5358,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-03,37.2
5359,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-03,37.0
5360,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-03,40.1
5361,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-03,39.1
5362,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-03,30.4
5363,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-03,38.1
5523,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-03,38.1
5524,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-03,35.6
5525,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-03,38.0
5526,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-03,47.2
5527,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-03,39.7
5528,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-03,42.3
5529,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-03,33.3
5530,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-03,32.4
5531,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-03,38.1
5532,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-03,38.7
5533,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-03,33.2
5534,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-03,30.6
5535,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-03,34.9
5536,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-03,35.4
5537,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-03,32.8
5538,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-03,33.3
5539,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-03,37.7
5540,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-03,39.7
5541,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-03,41.0
5542,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-03,41.5
5543,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-03,36.8
5544,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-03,34.2
5545,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-03,36.6
5546,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-03,32.1
5547,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-03,37.0
5548,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-03,37.6
5549,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-03,30.8
5550,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-03,31.4
5551,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-03,33.7
5552,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-03,35.7
5553,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-03,36.0
5554,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-03,39.8
5555,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-03,36.6
5556,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-03,35.8
5557,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-03,26.8
5558,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-03,41.2
5559,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-03,37.5
5560,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-03,42.5
5561,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-03,38.9
5562,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-03,39.1
5563,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-03,30.5
5564,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-03,25.9
5565,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-03,34.5
5566,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-03,35.7
5567,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-03,32.6
5568,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-03,35.5
