,Indicator,Group,State,Subgroup,Time Period End Date,Value
986,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-06,21.7
987,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-06,19.2
988,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-06,31.1
989,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-06,39.6
990,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,38.3
991,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,33.1
992,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,40.5
993,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,34.2
994,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,49.6
995,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,43.9
996,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,36.7
997,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,38.3
998,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,29.4
1050,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-06,25.8
1051,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-06,37.0
1052,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-06,29.1
1053,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-06,27.0
1054,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-06,26.0
1055,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-06,19.8
1056,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-06,13.1
1057,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-06,12.3
1058,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-06,23.7
1059,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-06,27.8
1060,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,30.8
1061,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,23.9
1062,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,29.6
1063,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,19.8
1064,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,33.9
1065,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,37.1
1066,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,27.6
1067,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,28.2
1068,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,18.9
1120,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-06,31.1
1121,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-06,41.7
1122,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-06,36.8
1123,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-06,34.9
1124,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-06,31.8
1125,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-06,22.3
1126,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-06,15.4
1127,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-06,13.7
1128,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-06,26.8
1129,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-06,35.1
1130,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,34.0
1131,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,29.6
1132,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,34.6
1133,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,25.6
1134,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,40.4
1135,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-06,36.9
1136,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-06,31.0
1137,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-06,33.6
1138,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-06,27.3
1190,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-06,36.1
1191,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-06,49.3
1192,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-06,41.5
1193,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-06,39.0
1194,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-06,36.0
1195,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-06,27.4
1196,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-06,19.0
1197,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-06,18.6
1198,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-06,31.9
1199,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-06,40.0
1200,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,40.8
1201,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,34.0
1202,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,40.0
1203,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,29.2
1204,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,48.1
1205,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,44.7
1206,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,36.8
1207,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,39.3
1208,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,30.2
1260,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-06,25.1
1261,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-06,36.8
1262,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-06,26.7
1263,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-06,25.9
1264,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-06,24.6
1265,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-06,19.6
1266,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-06,15.5
1267,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-06,9.9
1268,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-06,23.3
1269,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-06,26.7
1270,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,28.4
1271,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,23.5
1272,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,28.3
1273,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,21.0
1274,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,32.3
1275,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,31.4
1276,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,27.5
1277,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,28.4
1278,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,17.9
1330,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-06,31.7
1331,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-06,42.9
1332,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-06,35.8
1333,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-06,34.8
1334,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-06,31.7
1335,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-06,23.6
1336,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-06,18.0
1337,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-06,14.6
1338,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-06,28.1
1339,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-06,35.0
1340,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,33.6
1341,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,30.6
1342,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,35.8
1343,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,26.0
1344,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,37.6
1345,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-06,37.7
1346,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-06,32.5
1347,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-06,34.5
1348,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-06,26.6
1400,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-06,36.0
1401,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-06,48.7
1402,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-06,40.3
1403,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-06,38.4
1404,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-06,35.8
1405,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-06,27.7
1406,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-06,21.7
1407,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-06,17.6
1408,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-06,32.7
1409,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-06,39.1
1410,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,39.6
1411,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,34.3
1412,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,40.0
1413,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,29.9
1414,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,44.3
1415,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,43.7
1416,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,37.4
1417,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,39.3
1418,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,29.4
1470,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-06,25.6
1471,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-06,36.7
1472,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-06,28.3
1473,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-06,26.2
1474,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-06,26.0
1475,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-06,19.3
1476,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-06,14.5
1477,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-06,10.8
1478,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-06,23.8
1479,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-06,27.3
1480,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,29.0
1481,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,24.2
1482,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,28.1
1483,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,20.1
1484,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,34.1
1485,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,31.4
1486,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,28.8
1487,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,28.6
1488,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,18.2
1540,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-06,31.2
1541,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-06,42.8
1542,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-06,36.0
1543,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-06,34.0
1544,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-06,32.4
1545,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-06,23.1
1546,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-06,14.8
1547,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-06,11.4
1548,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-06,27.4
1549,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-06,34.8
1550,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,36.5
1551,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,29.8
1552,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,32.6
1553,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,23.0
1554,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,39.7
1555,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-06,36.6
1556,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-06,32.7
1557,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-06,33.7
1558,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-06,26.0
1610,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-06,36.1
1611,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-06,50.0
1612,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-06,40.8
1613,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-06,38.5
1614,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-06,36.3
1615,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-06,27.4
1616,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-06,19.3
1617,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-06,14.6
1618,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-06,32.4
1619,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-06,39.6
1620,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,42.3
1621,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,34.1
1622,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,39.1
1623,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,27.8
1624,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,45.1
1625,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,43.6
1626,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,38.1
1627,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,39.1
1628,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,29.2
1680,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-06,26.9
1681,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-06,36.6
1682,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-06,30.7
1683,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-06,27.7
1684,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-06,27.1
1685,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-06,20.5
1686,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-06,16.1
1687,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-06,15.2
1688,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-06,25.0
1689,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-06,28.8
1690,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,31.1
1691,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,24.9
1692,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,30.9
1693,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,21.5
1694,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,36.8
1695,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,37.1
1696,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,28.7
1697,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,30.0
1698,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,19.4
1750,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-06,33.0
1751,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-06,42.4
1752,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-06,38.9
1753,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-06,35.4
1754,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-06,33.9
1755,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-06,25.0
1756,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-06,18.6
1757,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-06,16.2
1758,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-06,29.0
1759,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-06,36.7
1760,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,37.0
1761,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,31.4
1762,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,35.1
1763,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,24.3
1764,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,45.4
1765,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-06,41.0
1766,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-06,33.5
1767,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-06,36.4
1768,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-06,26.9
1820,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-06,37.8
1821,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-06,49.4
1822,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-06,44.1
1823,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-06,39.7
1824,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-06,37.4
1825,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-06,29.1
1826,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-06,23.4
1827,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-06,20.5
1828,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-06,33.8
1829,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-06,41.5
1830,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06,42.8
1831,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06,35.8
1832,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06,41.3
1833,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06,28.6
1834,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06,49.6
1835,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06,46.9
1836,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-06,38.7
1837,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06,41.8
1838,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06,30.3
1890,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-07,27.6
1891,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-07,35.8
1892,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-07,31.7
1893,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-07,27.6
1894,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-07,28.2
1895,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-07,21.8
1896,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-07,17.8
1897,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-07,18.7
1898,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-07,26.6
1899,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-07,28.6
1900,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-07,30.9
1901,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-07,26.0
1902,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-07,29.9
1903,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-07,25.0
1904,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-07,35.6
1905,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-07,38.3
1906,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-07,29.1
1907,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-07,31.2
1908,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-07,19.9
1960,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-07,34.0
1961,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-07,44.4
1962,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-07,40.6
1963,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-07,36.1
1964,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-07,33.4
1965,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-07,26.5
1966,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-07,18.4
1967,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-07,19.3
1968,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-07,30.7
1969,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-07,37.0
1970,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-07,37.1
1971,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-07,32.9
1972,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-07,34.0
1973,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-07,29.9
1974,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-07,43.3
1975,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-07,40.7
1976,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-07,34.9
1977,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-07,37.0
1978,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-07,28.3
